0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.099566 0.010060 0.100864 0.085904 -0.000202 0.003093 -0.000202 0.084430 -0.001068 0.003093 -0.001068 0.008716
0.151995 0.023604 0.219088 0.136703 0.001223 0.011058 0.001223 0.117507 -0.004232 0.011058 -0.004232 0.014472
0.132811 -0.075394 0.344753 0.164453 -0.000107 0.018555 -0.000107 0.126397 -0.006617 0.018555 -0.006617 0.018097
0.230501 0.007613 0.433878 0.182909 -0.003491 0.024876 -0.003491 0.130801 -0.008638 0.024876 -0.008638 0.020147
0.261289 -0.041024 0.493490 0.190332 -0.003227 0.028020 -0.003227 0.129651 -0.008496 0.028020 -0.008496 0.021992
0.326918 0.193098 0.584700 0.196635 -0.003424 0.030419 -0.003424 0.130080 -0.008361 0.030419 -0.008361 0.022672
0.444086 0.170032 0.753512 0.192029 -0.002945 0.028307 -0.002945 0.126488 -0.007863 0.028307 -0.007863 0.023237
0.585537 0.235025 0.830482 0.190722 0.000503 0.027719 0.000503 0.124724 -0.005853 0.027719 -0.005853 0.023143
0.667960 0.276161 0.931449 0.168860 -0.005353 0.023314 -0.005353 0.114265 -0.008445 0.023314 -0.008445 0.017742
0.620074 0.361830 1.033207 0.165946 -0.003105 0.022489 -0.003105 0.111821 -0.007201 0.022489 -0.007201 0.017691
0.736814 0.478213 1.108308 0.163118 -0.005639 0.021212 -0.005639 0.111510 -0.008144 0.021212 -0.008144 0.017611
0.833973 0.649755 1.164924 0.156908 -0.003167 0.018623 -0.003167 0.108103 -0.006521 0.018623 -0.006521 0.017335
0.812473 0.730243 1.246987 0.152377 -0.004706 0.015833 -0.004706 0.105015 -0.005467 0.015833 -0.005467 0.016992
0.833827 0.697396 1.390750 0.148936 -0.006461 0.013827 -0.006461 0.105505 -0.005932 0.013827 -0.005932 0.016607
0.839197 0.854722 1.492594 0.148349 -0.005289 0.013586 -0.005289 0.105003 -0.005561 0.013586 -0.005561 0.016388
0.817608 1.007701 1.585869 0.144548 -0.008637 0.011317 -0.008637 0.105873 -0.005998 0.011317 -0.005998 0.016150
0.753475 1.026813 1.540077 0.139975 -0.011199 0.008690 -0.011199 0.108312 -0.006545 0.008690 -0.006545 0.015848
0.795976 1.113865 1.561395 0.139102 -0.011304 0.008033 -0.011304 0.109536 -0.007194 0.008033 -0.007194 0.015729
0.797528 1.308581 1.543443 0.136757 -0.011982 0.006664 -0.011982 0.110167 -0.006843 0.006664 -0.006843 0.015644
0.771336 1.415458 1.528315 0.131967 -0.012715 0.003578 -0.012715 0.113691 -0.006790 0.003578 -0.006790 0.015308
0.791223 1.513597 1.542644 0.130089 -0.012278 0.001730 -0.012278 0.115668 -0.006855 0.001730 -0.006855 0.015093
0.771664 1.624814 1.541565 0.128639 -0.011795 0.000144 -0.011795 0.116822 -0.006445 0.000144 -0.006445 0.014948
0.885952 1.739869 1.493426 0.127955 -0.010919 -0.001481 -0.010919 0.118120 -0.006304 -0.001481 -0.006304 0.014749
0.790493 1.850084 1.542882 0.126329 -0.010419 -0.003439 -0.010419 0.118521 -0.004544 -0.003439 -0.004544 0.014544
0.791179 2.011477 1.511779 0.127686 -0.009279 -0.004722 -0.009279 0.119462 -0.005095 -0.004722 -0.005095 0.014343
0.787712 2.009713 1.538703 0.113573 -0.008003 -0.001619 -0.008003 0.112961 -0.007647 -0.001619 -0.007647 0.011244
0.818242 2.076530 1.517234 0.104387 -0.009507 0.002475 -0.009507 0.103083 -0.006839 0.002475 -0.006839 0.009330
0.734438 2.284519 1.514988 0.103429 -0.008689 0.001955 -0.008689 0.102460 -0.006444 0.001955 -0.006444 0.009287
0.793155 2.235116 1.515684 0.103282 -0.007266 0.000589 -0.007266 0.102529 -0.006692 0.000589 -0.006692 0.009265
0.853787 2.448141 1.546050 0.102977 -0.007145 0.000637 -0.007145 0.101702 -0.006200 0.000637 -0.006200 0.009175
0.781444 2.555755 1.515464 0.103066 -0.005666 -0.000888 -0.005666 0.099818 -0.005258 -0.000888 -0.005258 0.009033
0.810073 2.639216 1.511347 0.103723 -0.005144 -0.001676 -0.005144 0.099794 -0.005457 -0.001676 -0.005457 0.008975
0.856446 2.719949 1.530615 0.104250 -0.004611 -0.002399 -0.004611 0.098780 -0.005030 -0.002399 -0.005030 0.008911
0.726015 2.824910 1.544681 0.104900 -0.004158 -0.003086 -0.004158 0.097521 -0.004474 -0.003086 -0.004474 0.008860
0.822152 2.901520 1.529720 0.105933 -0.003843 -0.003637 -0.003843 0.098011 -0.005174 -0.003637 -0.005174 0.008833
0.840034 2.990226 1.534612 0.106889 -0.003383 -0.004334 -0.003383 0.096186 -0.004372 -0.004334 -0.004372 0.008783
0.855312 3.114143 1.531055 0.108104 -0.002986 -0.005027 -0.002986 0.094960 -0.003979 -0.005027 -0.003979 0.008740
0.893472 3.210699 1.556121 0.109989 -0.002365 -0.005960 -0.002365 0.093448 -0.003638 -0.005960 -0.003638 0.008722
0.929922 3.332134 1.518360 0.111802 -0.001797 -0.006790 -0.001797 0.092047 -0.003193 -0.006790 -0.003193 0.008698
0.895005 3.407544 1.547599 0.114149 -0.001020 -0.007781 -0.001020 0.090631 -0.002734 -0.007781 -0.002734 0.008667
0.814956 3.513263 1.545706 0.115883 -0.000324 -0.008415 -0.000324 0.089886 -0.002816 -0.008415 -0.002816 0.008648
0.866435 3.612285 1.513756 0.118196 0.001015 -0.009197 0.001015 0.088957 -0.003195 -0.009197 -0.003195 0.008640
0.946092 3.613924 1.540947 0.120482 0.002003 -0.010095 0.002003 0.088182 -0.002820 -0.010095 -0.002820 0.008639
0.878301 3.853235 1.521169 0.120722 0.001587 -0.010230 0.001587 0.088276 -0.002339 -0.010230 -0.002339 0.008613
0.903877 3.898849 1.503352 0.125859 0.005036 -0.012088 0.005036 0.087338 -0.002655 -0.012088 -0.002655 0.008624
0.932280 4.017006 1.557083 0.127515 0.005479 -0.012649 0.005479 0.087489 -0.002537 -0.012649 -0.002537 0.008623
0.879946 4.107447 1.565224 0.130277 0.006707 -0.013620 0.006707 0.087909 -0.002488 -0.013620 -0.002488 0.008624
0.887901 4.248722 1.547026 0.132629 0.008756 -0.014464 0.008756 0.088363 -0.002914 -0.014464 -0.002914 0.008649
0.886634 4.298014 1.540626 0.136149 0.010199 -0.015619 0.010199 0.089638 -0.003059 -0.015619 -0.003059 0.008666
0.892566 4.483104 1.552415 0.137892 0.010799 -0.016144 0.010799 0.090183 -0.003165 -0.016144 -0.003165 0.008684
0.944368 4.526883 1.540416 0.142619 0.012169 -0.017520 0.012169 0.092241 -0.003444 -0.017520 -0.003444 0.008716
0.944824 4.523181 1.514375 0.144660 0.011472 -0.017946 0.011472 0.092496 -0.003193 -0.017946 -0.003193 0.008726
1.004149 4.775892 1.492138 0.144801 0.011331 -0.017966 0.011331 0.092404 -0.003140 -0.017966 -0.003140 0.008726
0.981033 4.804695 1.492688 0.152045 0.011139 -0.019546 0.011139 0.094499 -0.003113 -0.019546 -0.003113 0.008735
1.104932 4.992062 1.488309 0.153849 0.011850 -0.019956 0.011850 0.094956 -0.003344 -0.019956 -0.003344 0.008755
0.944197 5.037436 1.501414 0.160203 0.009808 -0.021020 0.009808 0.095627 -0.002781 -0.021020 -0.002781 0.008746
0.952771 5.186998 1.543193 0.162286 0.013425 -0.021586 0.013425 0.097111 -0.003975 -0.021586 -0.003975 0.008777
0.983088 5.207071 1.531940 0.168175 0.014248 -0.022597 0.014248 0.098125 -0.004319 -0.022597 -0.004319 0.008808
0.909088 5.284816 1.545381 0.169655 0.013834 -0.022819 0.013834 0.098012 -0.004178 -0.022819 -0.004178 0.008815
0.964974 5.411602 1.540376 0.172792 0.015750 -0.023414 0.015750 0.099070 -0.004844 -0.023414 -0.004844 0.008849
0.853556 5.442254 1.504096 0.178325 0.015309 -0.024229 0.015309 0.099103 -0.004717 -0.024229 -0.004717 0.008870
0.889980 5.604783 1.510162 0.180319 0.017934 -0.024661 0.017934 0.100266 -0.005581 -0.024661 -0.005581 0.008914
0.999389 5.732168 1.547775 0.187822 0.018314 -0.025773 0.018314 0.100255 -0.005664 -0.025773 -0.005664 0.008970
1.020300 5.855493 1.518503 0.194109 0.016656 -0.026604 0.016656 0.099375 -0.005085 -0.026604 -0.005085 0.008988
1.003107 5.965203 1.536027 0.149742 0.014332 -0.016670 0.014332 0.096903 -0.005951 -0.016670 -0.005951 0.007183
0.922894 6.017895 1.542953 0.152069 0.015944 -0.017304 0.015944 0.096275 -0.006355 -0.017304 -0.006355 0.007264
0.967228 6.148070 1.541761 0.155259 0.017158 -0.017284 0.017158 0.097007 -0.006832 -0.017284 -0.006832 0.007744
0.945336 6.220534 1.527409 0.159800 0.017479 -0.018120 0.017479 0.095113 -0.006776 -0.018120 -0.006776 0.007878
